ID,Type,Episodes,Status,Aired,Premiered,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Favorites,Title_Eng,Title,Score,Ranked,Members,Popularity,Synopsis
2330,TV,26,Finished Airing,"Oct 5, 1999 to Mar 28, 2000",Fall 1999,add some,Enoki Films,Trans Arts,Manga,"Adventure, Comedy, Fantasy",22 min. per ep.,PG-13 - Teens 13 or older,58,Bucky: The Incredible Kid,Jibaku-kun,7.34,2448,13249,5535,"Bucky, the protagonist of the history, is a normal boy that lives in the first world. He lives with a single and humble ambition: to dominate the world (in the sense of the whole planet). He is very certain and he would certainly die to reach his dream. 

One day he meets with Spark, the Great Child of Primas (World One). Spark is known as the strongest Great Child of all of the worlds, and he is a successor's search. After finding Bucky and talk a little with him, Spark without apparent reason choose Bucky his successor. Bucky has just become a Great Child and to win the company of Jibaki, the spirit of the first world."
2204,TV,26,Finished Airing,"Oct 8, 1999 to Mar 31, 2000",Fall 1999,WOWOW,add some,TMS Entertainment,Manga,"Mystery, Suspense",25 min. per ep.,R - 17+ (violence & profanity),59,Unknown,Karakuri Zoushi Ayatsuri Sakon,7.36,2339,11906,5765,"The dark-haired bishounen is Sakon Tachibana, a puppeteer, and the other is Ukon, his favorite puppet, and best friend. Sakon is the (only) grandson of Saemon Tachibana, a national treasure of Japan famous for his manipulation of Bunraku puppets. Ukon is a child doll puppet made in the early Meiji era by the famous female dollmaker Unosuke. Together they run into murders and solve them."
1312,TV,26,Finished Airing,"Oct 5, 1999 to Mar 28, 2000",Fall 1999,Sotsu,ADV Films,Xebec,Original,"Adventure, Comedy, Sci-Fi",25 min. per ep.,PG-13 - Teens 13 or older,32,Dai-Guard: Terrestrial Defense Corp.,Chikyuu Bouei Kigyou Dai-Guard,7.15,3402,9476,6338,"Thirteen years after their sudden disappearance, an alien race known as the Heterodyne resurface without warning. To combat the Heterodyne, three office workers from the 21st Century Security Corporation operate Dai-Guard - a giant robot no longer regarded as an oversized paperweight. Unfortunately, Dai-Guard is somewhat obsolete and in disrepair. It's a tough job, but salarymen can also save the world."
2907,TV,66,Finished Airing,"Oct 2, 1999 to Jan 6, 2001",Fall 1999,Public & Basic,add some,Studio Bogey,Manga,"Comedy, Sci-Fi",25 min. per ep.,PG - Children,61,Unknown,Cyborg Kuro-chan,7.14,3464,8859,6506,"Kuro is just an ordinary cat who only wants to protect his owners who are an old couple that can't fend for themselves. One day while on a date with his girlfriend Pooly who is a dog, he is kidnapped by an evil scientist and turned into a robot. Kuro somehow removes the chip that controlled him and notices that people get scared with his new robotic appearance and that he can now talk like a human. He decides to disguise himself with the skin of a stuffed toy and to continue living as a pet."
347,TV,22,Finished Airing,"Oct 18, 1999 to Mar 27, 2000",Fall 1999,Aniplex,ADV Films,Bee Train,Game,"Action, Adventure, Fantasy, Sci-Fi",24 min. per ep.,PG-13 - Teens 13 or older,17,Wild Arms,Wild Arms: Twilight Venom,6.67,5709,8152,6758,"This anime is based on a playstation game under the same title. The story is about four people who travel the desolated land of Filgaea and carve themselves a legendary story while they're at it. These adventurers are Sheyenne Rainstorm, a gunslinger who holds the legendary weapon called ARMs; Kiel Aromax, a scientist who looks like he should be carrying a sword; Roleta Oratorio the Crest Sorceress, a magic-user who uses cards called Crests to cast spells; and Mirabelle Graceland, one of the Noble Red, which are a family of vampiric creatures who live alongside human beings They also travel with cute little intelligent furry things, from the Popepi Pipepo Tribe, named Isaac and Jerusha."
2406,TV,Unknown,Currently Airing,"Oct 5, 1969 to ?",Fall 1969,Fuji TV,add some,Eiken,4-koma manga,"Comedy, Slice of Life",24 min.,G - All Ages,33,Mrs. Sazae,Sazae-san,6.12,8694,8117,6776,"The main character is a mother named Sazae-san. She lives in a house with her husband, her kids and her parents. The show is the ultimate family program and tends to follow traditional themes. Think of this show as the Japanese equivalent to ""The Partridge Family"" and you'll get a good feel for this show's atmosphere. Don't expect to see things like violence, swearing, kung-fu action or magical girls. The plots are more like ""Today, Sazae-san goes to the new mall and gets lost"". Such ""boring"" plotlines and the simplistic art are often a turn-off to non-Japanese audiences, but most Japanese find the show incredibly good. As a result, it continues to be one of the top ratings grabbers on TV and is one of the few anime that is considered ""acceptable"" by adults."
1199,TV,Unknown,Currently Airing,"Apr 10, 1993 to ?",Spring 1993,NHK,add some,Ajia-do,Manga,Unknown,10 min.,G - All Ages,73,Unknown,Nintama Rantarou,7.09,3722,7377,7004,"Taking place in the Sengoku Period, Rantarou, Kirimaru and Shinbei are young students at Ninjutsu Academy, a school that teaches all kinds of youth how to become ninjas. Known as ""Nintamas"" (a contraction of ninja + tama [egg]), the main trio, and many other students at the school, must learn all sorts of unique skills to achieve their goal. Unfortunately, things aren't that simple, since our protagonists constantly find themselves failing their classes. 

With strict ninja teachers such as Doi-sensei and Yamada-sensei, the mischievous girls from the Kunoichi class, an entire crew of pirates and dozens more interesting characters, anything can happen in the crazy world of Nintama.

The episodes are 7 minutes and thirty seconds long each, and each season (which there's currently 29 of) usually has a range of 60-90 episodes."
744,TV,20,Finished Airing,"Oct 8, 1999 to Mar 24, 2000",Fall 1999,Robot Communications,VIZ Media,AIC,Radio,"Comedy, Romance, Sci-Fi",23 min. per ep.,G - All Ages,17,Unknown,Trouble Chocolate,6.51,6569,5766,7727,"Cacao, a student at Micro Grand Academy, wakes up one morning to find a girl made of wood sleeping in bed with him. She is Hinano, a tree spirit who possessed the body of a wooden puppet after Cacao messed up his magic teacher's spell. Having taken an instant liking to Cacao, Hinano enrolls in his school. Between Hinano, monsters, two strange twins and their four-eyed cat master, a demon boy, odd teachers and students, and the fact that he may have the potential to be one of the greatest magic users of all time, Cacao's life seems to have taken several turns for the worse...and the weird."
6149,TV,Unknown,Currently Airing,"Jan 8, 1995 to ?",Winter 1995,Ajia-do,add some,Nippon Animation,Manga,"Comedy, Slice of Life",23 min.,G - All Ages,50,Little Miss Maruko,Chibi Maruko-chan (1995),7.28,2747,5575,7841,"Momoko Sakura is an elementary school student who likes popular idol Momoe Yamaguchi and mangas. She is often called ""Chibi Maruko-chan"" due to her young age and small size. She lives together with her parents, her grandparents and her elder sister in a little town. In school, she has many friends with whom she studies and plays together everyday, including her close pal, Tama-chan; the student committee members, Maruo-kun and Migiwa-san; and the B-class trio: 'little master' Hanawa-kun, Hamaji-Bu Taro and Sekiguchi-kun. This is a fun-loving and enjoyable anime that portrays the simple things in life."
6069,TV,25,Finished Airing,Oct 1999 to Jun 2001,Fall 1999,VAP,add some,Milky Cartoon,Original,"Comedy, Horror, Mystery, Supernatural",2 min. per ep.,PG-13 - Teens 13 or older,59,Unknown,Gregory Horror Show,6.57,6234,4340,8630,"The first series is a set of 25 stories about a male businessman arriving at the hotel after taking a train home from work. He encounters the mysterious owner of the hotel, an old mouse known as Gregory, who suggests that he stay a while. Soon, the man becomes drawn into a bizarre series of events taking place within Gregory House as he tries desperately to escape from this bizarre purgatory."
1300,TV,24,Finished Airing,"Oct 5, 1999 to Apr 4, 2000",Fall 1999,Pony Canyon,AN Entertainment,APPP,Manga,Unknown,10 min. per ep.,PG - Children,5,Unknown,Omishi Mahou Gekijou: Risky★Safety,6.55,6346,4202,8726,"An apprentice shinigami (Japanese Death God), Risky, is determined to take Moe's life. However, Risky is magically joined with an apprentice angel, Safety, so Risky turns into Safety whenever someone says something nice. As an apprentice shinigami can only take someone's life when that person is really depressed, Risky has quite a problem taking Moe's soul, while dealing with Safety, who often cheers Moe up."
1960,TV,Unknown,Currently Airing,"Oct 3, 1988 to ?",Fall 1988,Sotsu,add some,TMS Entertainment,Picture book,"Comedy, Fantasy",24 min.,PG - Children,25,Unknown,Sore Ike! Anpanman,6.57,6200,3706,9069,"One night, a Star of Life falls down the chimney of a bakery nestled deep in the forest, causing the dough in the oven to come to life. The dough becomes Anpanman, a superhero made of anpan (a sweet roll with bean jam filling). Together with his friends, Anpanman fights his rival Baikinman and helps the malnourished."
4375,TV,91,Finished Airing,"Jul 1, 1999 to Mar 29, 2001",Summer 1999,TV Tokyo,add some,Group TAC,Other,"Adventure, Comedy, Fantasy",25 min. per ep.,PG - Children,25,Unknown,Kyoro-chan,7.24,2934,2901,9765,"While exploring ruins on Angel Island, a doctor finds a myserious newborn bird called Kyoro-chan. Together they form a bond and decide to travel the world together. Three years later when the Doctor and Kyoro-chan try to return to Angel Island they become shipwrecked from a storm. Kyoro-chan was able to make it safely to the island but the Doctor was nowhere to be found. Kyoro-chan prays for his safety and hope he returns as he now starts his new life on Angel Island."
7643,TV,37,Finished Airing,"Dec 22, 1998 to Jan 1, 2008",Winter 1999,NHK,add some,dwarf,Original,"Comedy, Slice of Life",39 sec. per ep.,G - All Ages,10,Unknown,Domo-kun,6.32,7619,2792,9866,"A strange monster hatches from a mysterious egg. He befriends various animals, and takes residence in Osajii's burrow. He discovers new and exciting things about everyday life.

As of 2008, there are at least 37 regular TV spot episodes of Domo-kun. These 37 episodes were released on DVD in Japan in July of 2009."
2613,TV,24,Finished Airing,"Oct 16, 1999 to Apr 1, 2000",Fall 1999,add some,add some,Nippon Animation,Unknown,"Adventure, Drama, Sci-Fi",23 min. per ep.,PG-13 - Teens 13 or older,0,Future Boy Conan 2: River Adventure,Mirai Shounen Conan 2: Taiga Daibouken,6.38,7281,2330,10443,"An adventure story about ""Ooparts Egg"" and a huge stone statue called ""Oobats"" which was excavated from the remains of ancient times around two thousand years ago.

Taiga travels around the world with his father, archeologist Dr. Daino. They come to South America to investigate ancient ruins discovered by treasure hunters. There they find a stone statue of a gigantic bird which is more than 50 meters long. How was this statue made more than 20,000 years ago? Who made it and for what purpose? To their surprise, the stone bird wakes up and flies away before their very eyes. They discover that this stone bird is called ""Oobats"" and that when it has ""Ooparts Egg"", it becomes a dangerous weapon which could destroy the whole universe. The stone bird in the ruins wakes up and flies away to seek Ooparts Egg! Taiga must not allow this to happen..."
